drug_id,drug_name,generic_names,trade_names,drug_type
PA166317421,vericiguat,"""Verquvo"", ""methyl N-(4,6-diamino-2-{5-fluoro-1-[(2-fluorophenyl)methyl]-1H-pyrazolo[3,4-b]pyridin-3-yl}pyrimidin-5-yl)carbamate""",Unknown,Drug
PA165109661,verlukast,Unknown,MK-571,Drug
PA166184233,vernakalant,"(3R)-1-[(1R,2R)-2-[2-(3,4-dimethoxyphenyl)ethoxy]cyclohexyl]pyrrolidin-3-ol",Unknown,Drug
PA451871,verteporfin,verteporfin,Visudyne,Drug
PA451876,vidarabine,"9-beta-D-arabinofuranosyl-adenine, Adenine Arabinoside, Ara Atp, Ara-A, Ara-Atp, Ara-a Triphosphate, Araadenosine, Arabinofuranosyladenine Triphosphate, Arabinoside Adenine, Arabinosyl Adenine, Arabinosyl-Atp, Arabinosyladenine, Arabinosyladenine Triphosphate, Vidarabine Triphosphate","Arasena-A, Spongoadenosine, Vidarabin, Vira-A",Drug
PA10231,vigabatrin,Unknown,"4-Amino-5-hexenoic acid, 4-Aminohexenoic acid, GVG, Sabril, Vigabatrin [USAN:BAN:INN], Vigabatrina [Spanish], Vigabatrine, Vigabatrine [French], Vigabatrinum [Latin], gamma-Vinyl GABA",Drug
PA166305301,vilanterol,"4-[(1R)-2-[6-[2-[(2,6-dichlorophenyl)methoxy]ethoxy]hexylamino]-1-hydroxyethyl]-2-(hydroxymethyl)phenol",Unknown,Drug
PA165958365,vilazodone,sb 659746a,Unknown,Drug
PA165958346,vildagliptin,"equa, galvus, jalra, laf 237, laf237, nvp-laf-237, nvp-laf237, xiliarx",Galvus,Drug
PA166251581,viloxazine,2-[(2-ethoxyphenoxy)methyl]morpholine,Unknown,Drug
PA166236421,viltolarsen,Unknown,Unknown,Drug
PA451877,vinblastine,Unknown,"Nincaluicolflastine, Rozevin, Velban, Velbe, Vinblastin, Vinblastina [Dcit], Vinblastine Sulfate, Vinblastinum [INN-Latin], Vincaleucoblastin, Vincaleucoblastine, Vincaleukoblastine, Vincoblastine",Drug
PA150481188,vinca alkaloids and analogues,Unknown,Unknown,Drug Class
PA451879,vincristine,"22-Oxovincaleukoblastine, Indole alkaloid, LCR, Leurocristine, VCR, VIN, Vincristina [DCIT], Vincristine Sulfate, Vincristinum [INN-Latin], Vincrstine, Vincrystine, Z-D-Val-Lys(Z)-OH, vincristine","Marqibo, Onco TCS, Oncovin, Vincasar, Vincasar PFS, Vincrex, Vincristine Sulfate PFS, Vinkristin",Drug
PA10232,vindesine,"Desacetylvinblastine Amide Sulfate, Vindesine Sulfate","DAVA, Eldesine, Eldisine",Drug
PA451881,vinorelbine,"Vinorelbin, Vinorelbina [Spanish], Vinorelbine Bitartrate, Vinorelbine Ditartarate, Vinorelbine Ditartrate, Vinorelbine Tartrate, Vinorelbinum [Latin], vinorelbine","Navelbine, Navelbine Base",Drug
PA452612,vinyl chloride,Unknown,Unknown,Drug
PA164713390,Viral Vaccines,Unknown,Unknown,Drug Class
PA166271941,viramidine,"""1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2,4-triazole-3-carboximidamide"", ""taribavirin""",Unknown,Prodrug
PA164713391,Viscoelastic substances,Unknown,Unknown,Drug Class
PA166048558,vismodegib,HhAntag691,Erivedge,Drug
PA451884,vitamin a,"""All-trans-Retinyl alcohol"", ""All-trans-Vitamin A alcohol"", ""Retin-11,12-t2-ol (9CI)"", ""Retinol"", ""Vitamin A"", ""Vitamin A Palmitate"", ""Vitamin A Solubilized"", ""Vitamin A alcohol"", ""Vitamin A cryst"", ""Vitamin A1"", ""Vitamin A1 alcohol"", ""[11,12-3H]-Retinol"", ""all-trans-Vitamin A"", ""all-trans-Vitamin A1"", ""all-trans-retinol"", ""beta-Retinol"", ""trans-Retinol"", ""trans-Vitamin A alcohol""","A-Mulsal, A-Sol, A-Vi-Pel, A-Vitan, Acon, Afaxin, Agiolan, Agoncal, Alcovit A, Alphalin, Alphasterol, Anatola, Anatola A, Anti-Infective vitamin, Antixerophthalmic vitamin, Aoral, Apexol, Apostavit, Aquasol A, Aquasol A Parenteral, Aquasynth, Atars, Atav, Avibon, Avita, Avitol, Axerol, Axerophthol, Bentavit A, Biosterol, Chocola A, Cylasphere, Del-VI-A, Disatabs Tabs, Dofsol, Dohyfral A, Epiteliol, Hi-A-Vita, Homagenets Aoral, Homagenets aorl, Lard Factor, M.V.I. Pediatric, M.V.I.-12, Mvc Plus, Myvpack, Nio-A-Let, Oleovitamin A, Ophthalamin, Plivit A, Prepalin, Retrovitamin A, Ro-a-vit, Sehkraft A, Solu-A, Super A, Testavol, Testavol S, Thalasphere, Vaflol, Vafol, Veroftal, Vi-Alpha, Vi-Dom-A, Vi-a, Vio-A, Vitavel A, Vitpex, Vogan, Vogan-Neu, Vogan-nu, Zineb, Zineb 80, Zinosan N, alin, asterol, tROL","Drug, Biological Intermediate"
PA164713392,"Vitamin A And D, Incl. Combinations Of The Two",Unknown,Unknown,Drug Class
PA164713393,Vitamin A and D in combination,Unknown,Unknown,Drug Class
PA164713394,"Vitamin A, plain",Unknown,Unknown,Drug Class
PA449069,vitamin b12 and folic acid,Unknown,Unknown,Drug Class
PA164713403,Vitamin B12 (cyanocobalamin and analogues),Unknown,Unknown,Drug Class
PA164713400,Vitamin B1 in combination with vitamin B6 and/or vitamin B12,Unknown,Unknown,Drug Class
PA164713402,"Vitamin B1, plain",Unknown,Unknown,Drug Class
PA164713401,"Vitamin B1, Plain And In Combination With Vitamin B6 And B12",Unknown,Unknown,Drug Class
PA164713398,"Vitamin B-complex, Incl. Combinations",Unknown,Unknown,Drug Class
PA164713399,"Vitamin B-complex, other combinations",Unknown,Unknown,Drug Class
PA10505,"vitamin b-complex, plain",Unknown,Unknown,Drug Class
PA164713395,Vitamin B-complex with anabolic steroids,Unknown,Unknown,Drug Class
PA164713396,Vitamin B-complex with minerals,Unknown,Unknown,Drug Class
PA164713397,Vitamin B-complex with vitamin C,Unknown,Unknown,Drug Class
PA451898,vitamin c,"AA, Ascorbate, Ascorbic Acid, L-Ascorbate, L-Ascorbic Acid, L-Lyxoascorbic Acid, L-Xyloascorbic Acid","Adenex, Allercorb, Antiscorbic Vitamin, Antiscorbutic Vitamin, Arco-Cee, Ascoltin, Ascor-B.I.D., Ascorb, Ascorbajen, Ascorbicab, Ascorbicap, Ascorbicin, Ascorbin, Ascorbutina, Ascorin, Ascorteal, Ascorvit, C-Level, C-Long, C-Quin, C-Span, C-Vimin, Cantan, Cantaxin, Catavin C, Ce Lent, Cebicure, Cebid, Cebion, Cebione, Cecon, Cee-Caps Td, Cee-Vite, Cegiolan, Ceglion, Celaskon, Celin, Cemagyl, Cemill, Cenetone, Cenolate, Cereon, Cergona, Cescorbat, Cetamid, Cetane, Cetane-Caps Tc, Cetane-Caps Td, Cetebe, Cetemican, Cevalin, Cevatine, Cevex, Cevi-Bid, Cevimin, Cevital, Cevitamic Acid, Cevitamin, Cevitan, Cevitex, Cewin, Ciamin, Cipca, Citriscorb, Colascor, Concemin, Davitamon C, Duoscorb, Hicee, Hybrin, IDO-C, Kyselina Askorbova, Laroscorbine, Lemascorb, Liqui-Cee, Meri-C, Natrascorb, Planavit C, Proscorbin, Redoxon, Ribena, Roscorbic, Scorbacid, Scorbu-C, Secorbate, Sodascorbate, Testascorbic, Vicelat, Vicin, Vicomin C, Viforcit, Viscorin, Vitace, Vitacee, Vitacimin, Vitacin, Vitamisin, Vitascorbol, Xitix",Drug
PA451899,vitamin d and analogues,Unknown,Unknown,Drug Class
PA451900,vitamin e,"Tocopherol, alpha-Tocopherol","Amino-Opti-E, Aquasol E, Daltose, E-200 I.U. Softgels, E-Complex-600, E-Ferol, E-Vitamin succinate, Gordo-Vite E, Vitamin Plus E Softgells, Vitec",Drug
PA450961,vitamin K,"""2', 3'-trans-Vitamin K1"", ""2-Methyl-3-phythyl-1,4-naphthochinon"", ""3-Phytylmenadione"", ""Antihemorrhagic vitamin"", ""Phyllochinon"", ""Phylloquinone"", ""Phythyl-menadion"", ""Phytomenadione"", ""Phytylmenadione"", ""Vitamin K1"", ""alpha-Phylloquinone""","Aqua-Mephytin, AquaMEPHYTON, Combinal K1, K-Ject, Kativ N, Kephton, Kinadion, Konakion, Mephyton, Mono-Kay, Monodion, Synthex P","Drug, Biological Intermediate"
PA166197681,Vitamin K1,"""2-methyl-3-[(E,7R,11R)-3,7,11,15-tetramethylhexadec-2-enyl]naphthalene-1,4-dione"", ""phylloquinone""",Unknown,Drug
PA164713404,Vitamin K and analogues,Unknown,Unknown,Drug Class
PA164713405,Vitamin K And Other Hemostatics,Unknown,Unknown,Drug Class
PA164713406,Vitamin K antagonists,Unknown,Unknown,Drug Class
PA164713407,Vitamins,Unknown,Unknown,Drug Class
PA164713410,"Vitamins, other combinations",Unknown,Unknown,Drug Class
PA164713409,Vitamins with minerals,Unknown,Unknown,Drug Class
PA165958347,voacamine,"mmh, voacanginine, vocamine",MMH,Drug
PA164752433,voglibose,voglibose,"Basen, Basen, Glustat, Vocarb, Volix",Drug
PA166131630,volatile anesthetics,Unknown,Unknown,Drug Class
PA166250441,vonoprazan,1-[5-(2-fluorophenyl)-1-pyridin-3-ylsulfonylpyrrol-3-yl]-N-methylmethanamine,TAK-438,Drug
PA166330121,vorapaxar,Unknown,Unknown,Drug
PA166400022,vorasidenib,"6-(6-chloropyridin-2-yl)-2-N,4-N-bis[(2R)-1,1,1-trifluoropropan-2-yl]-1,3,5-triazine-2,4-diamine",Voranigo,Drug
PA10233,voriconazole,"VCZ, voriconazole",Vfend,Drug
PA164748224,vorinostat,"MK0683, N-hydroxy-n'-phenyloctanediamide, N-hyrdroxy-n'-phenyloctanediamide, SAHA, SHH, Suberanilohydroxamic acid, suberoylanilide hydroxamic acid, vorinostat",Zolinza,Drug
PA166122595,vortioxetine,Unknown,"BRINTELLIX, Lu AA21004",Drug
PA166189802,voxelotor,Unknown,Unknown,Drug
PA166171182,voxilaprevir,Unknown,Unknown,Drug
PA166220605,voxtalisib,"2-amino-8-ethyl-4-methyl-6-(1H-pyrazol-5-yl)pyrido[2,3-d]pyrimidin-7-one",Unknown,Drug
PA166277621,vutrisiran,Unknown,AMVUTTRA,Drug
PA451906,warfarin,Warfarin sodium,"Athrombin, Athrombin-K, Athrombine-K, Brumolin, Co-Rax, Coumadin, Coumadin Tabs, Coumafen, Coumafene, Coumaphen, Coumaphene, Coumarins, Coumefene, D-Con, Dethmor, Dethnel, Dicusat E, Frass-Ratron, Jantoven, Kumader, Kumadu, Kumatox, Kypfarin, Latka 42, Mar-Frin, Marevan, Maveran, Panwarfin, Place-Pax, Prothromadin, RAX, Rosex, Sofarin, Solfarin, Sorexa Plus, Temus W, Tintorane, Tox-Hid, Vampirinip II, Vampirinip III, Waran, Warf 42, Warfarat, Warfarin Plus, Warfarin Q, Warfarine, Warficide, Warfilone, Zoocoumarin",Drug
PA164713411,Wart and anti-corn preparations,Unknown,Unknown,Drug Class
PA164713412,Washing agents etc.,Unknown,Unknown,Drug Class
PA164713413,"Watersoluble, hepatotropic X-ray contrast media",Unknown,Unknown,Drug Class
PA164713414,"Watersoluble, nephrotropic, high osmolar X-ray contrast media",Unknown,Unknown,Drug Class
PA164713415,"Watersoluble, nephrotropic, low osmolar X-ray contrast media",Unknown,Unknown,Drug Class
PA166248061,wee1 inhibitor,"4-(2-chlorophenyl)-9-hydroxy-6H-pyrrolo[3,4-c]carbazole-1,3-dione",Unknown,Drug
PA166182517,wuzhi capsule,Unknown,Unknown,Drug
PA152432579,xanomeline,Unknown,Unknown,Drug
PA166353841,xanomeline / trospium,Unknown,COBENFY,Drug
PA164713418,Xanthine derivatives,Unknown,Unknown,Drug Class
PA164713420,Xanthines,Unknown,Unknown,Drug Class
PA164713421,Xanthines and adrenergics,Unknown,Unknown,Drug Class
PA164748318,xanthophyll,"""(3R,3'R)-Beta,Beta-Carotene-3,3'-Diol, Lutein"", ""(3R,3'R,6'R)-Lutein"", ""(3R,3'R,6S)-4,5-Didehydro-5,6-Dihydro-Beta,Beta-Carotene-3,3'-Diol"", ""4,5-Didehydro-5,6-dihydro-beta,beta-carotene-3,3'-diol"", ""All-trans-(+)-Xanthophyll"", ""All-trans-Lutein"", ""Carotenoid"", ""Lutein"", ""Lutein ester"", ""Luteine"", ""Phylloxanthin"", ""Vegetable lutein"", ""Vegetable luteol"", ""all-trans-Xanthophyll"", ""beta,epsilon-Carotene-3,3'-diol"", ""trans-Lutein""",Bo-Xan,Drug
PA166182864,XELOX,CapeOx,Unknown,Drug
PA452604,xenobiotics,Unknown,Unknown,Drug Class
PA161748474,ximelagatran,"H 376/95, ximelagatran","Exanta, Exarta",Drug
PA166114484,XK469,Unknown,Unknown,Drug
PA164924566,XR9051,Unknown,Unknown,Drug
PA164713416,"X-ray Contrast Media, Iodinated",Unknown,Unknown,Drug Class
PA164713417,"X-ray Contrast Media, Non-iodinated",Unknown,Unknown,Drug Class
PA165958368,xylometazoline,xylomethazoline,"Otriven, Otrivin, Otrivine, Otrix",Drug
PA164713422,Yellow fever vaccines,Unknown,Unknown,Drug Class
PA451946,yohimbine,Yohimbin,"Actibine, Aphrodyne, Baron-X, Dayto himbin, Thybine, Yocon, Yohimar, Yohimex, Yoman, Yovital",Drug
PA164713423,Yttrium (90Y) compounds,Unknown,Unknown,Drug Class
PA451949,zafirlukast,zafirlukast,Accolate,Drug
PA451950,zalcitabine,"DDC, DDCYD, Dideoxycytidine",HIVID,Drug
PA451952,zaleplon,"DEA No. 2781, zaleplon","Sonata, Zalaplon",Drug
PA166357061,zamicastat,"4-[2-(benzylamino)ethyl]-3-[(3R)-6,8-difluoro-3,4-dihydro-2H-chromen-3-yl]-1H-imidazole-2-thione",Unknown,Drug
PA164740891,zanamivir,"GANA, GNA, Modified sialic acid, ZMR, Zanamavir",Relenza,Drug
PA166400141,zanidatamab,Unknown,Zilhera,Drug
PA166204001,zanubrutinib,"(7S)-2-(4-phenoxyphenyl)-7-(1-prop-2-enoylpiperidin-4-yl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-3-carboxamide","BGB-3111, Brukinsa",Drug
PA166327621,zavegepant,N-[(2R)-3-(7-methyl-1H-indazol-5-yl)-1-[4-(1-methylpiperidin-4-yl)piperazin-1-yl]-1-oxopropan-2-yl]-4-(2-oxo-1H-quinolin-3-yl)piperidine-1-carboxamide,Unknown,Drug
PA166400161,zenocutuzumab,Unknown,Bizengri,Drug
PA451954,zidovudine,AZT,"Apo-Zidovudine, Azidothymidine, Aztec, Compound S, Novo-Azt, Retrovir, Zidovudine EP III",Prodrug
PA166184503,zidovudine / lamivudine / abacavir,zidovudine / abacavir / lamivudine,Trizivir,Drug
PA451955,zileuton,"Zileutonum [INN-Latin], zileuton","Leutrol, Zyflo, Zyflo CR",Drug
PA166328901,zilucoplan,"""(2S)-2-[[(2S)-2-[[(2S)-1-[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,5S,8S,11S,14S,22S)-22-acetamido-11-benzyl-8-(3-carbamimidamidopropyl)-5-(2-carboxyethyl)-3,6,9,12,16,23-hexaoxo-2-propan-2-yl-1,4,7,10,13,17-hexazacyclotricosane-14-carbonyl]-methylamino]-3-carboxypropanoyl]amino]-3,3-dimethylbutanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-3-(1H-pyrrolo[2,3-b]pyridin-3-yl)propanoyl]amino]-4-carboxybutanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]pyrrolidine-2-carbonyl]amino]-2-cyclohexylacetyl]amino]-6-[3-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[[(4S)-4-carboxy-4-(hexadecanoylamino)butanoyl]amino]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]propanoylamino]hexanoic acid"", ""N-{[(2S,5S,8S,11S,14S,22S)-22-acetamido-11-benzyl-8-(3-carbamimidamidopropyl)-5-(2-carboxyethyl)-3,6,9,12,16,23-hexaoxo-2-(propan-2-yl)-1,4,7,10,13,17-hexaazacyclotricosan-14-yl]carbonyl}-N-methyl-L-alpha-aspartyl-3-methyl-L-valyl-L-tyrosyl-3-(1H-pyrrolo[2,3-b]pyridin-3-yl)-L-alanyl-L-alpha-glutamyl-L-tyrosyl-N-{(1S,4S)-4-carboxy-1-cyclohexyl-84-[(N-hexadecanoyl-L-gamma-glutamyl)amino]-2,10-dioxo-13,16,19,22,25,28,31,34,37,40,43,46,49,52,55,58,61,64,67,70,73,76,79,82-tetracosaoxa-3,9-diazatetraoctacont-1-yl}-L-prolinamide""",Unknown,Drug
PA451956,zinc,Unknown,Unknown,Drug
PA451961,zinc acetate,Unknown,Unknown,Drug
PA164713425,Zinc bandages,Unknown,Unknown,Drug Class
PA164713426,Zinc products,Unknown,Unknown,Drug Class
PA166366521,zipalertinib,"""CLN-081"", ""N-[(8S)-4-amino-6-methyl-5-quinolin-3-yl-8,9-dihydropyrimido[5,4-b]indolizin-8-yl]prop-2-enamide"", ""tas6417""",Unknown,Drug
PA451974,ziprasidone,"Ziprasidone hydrochloride, Ziprasidone mesylate trihydrate","Geodon, Geodon Oral, Zeldox",Drug
PA166345562,zolbetuximab,Unknown,Vyloy,Drug
PA10235,zoledronate,"ZOL, Zoledronic acid","Aclasta, Reclast, Reclast, Zometa, Zometa, Zometa Concentrate",Drug
PA451975,zolmitriptan,"ZMT, zolmitriptan","AscoTop, Zomig, Zomig Rapimelt, Zomigon",Drug
PA451976,zolpidem,"Zolpidem tartrate, Zolpidemum [Latin]","Ambien, Ambien CR, Ivadal, Lorex, Niotal, Stilnoct, Stilnox",Drug
PA166049188,zomepirac,Unknown,Unknown,Drug
PA166399581,zongertinib,"N-[1-[4-[3-methyl-4-(1-methylbenzimidazol-5-yl)oxyanilino]pyrimido[5,4-d]pyrimidin-6-yl]piperidin-4-yl]prop-2-enamide",Unknown,Drug
PA451978,zonisamide,"Zonisamida [Spanish], Zonisamidum [Latin], zonisamide","Exceglan, Excegram, Excegran, Zonegran",Drug
PA10236,zopiclone,"(+-)-zopiclone, Zopiclona [INN-Spanish], Zopiclone [Ban:Inn:Jan], Zopiclonum [INN-Latin]","Amoban, Amovane, Imovance, Imovane, Novo-zopiclone, Nu-Zopiclone, Ran-zopiclone, Rhovane, Sopivan, Ximovan, Zimovane",Drug
PA166355061,zorifertinib,"""AZD-3759"", ""[4-(3-chloro-2-fluoroanilino)-7-methoxyquinazolin-6-yl] (2R)-2,4-dimethylpiperazine-1-carboxylate"", ""azd3759""",Unknown,Drug
PA164924567,Zosuquidar,Unknown,Unknown,Drug
PA452606,zoxazolamine,Unknown,Unknown,Drug
PA452629,zuclopenthixol,"Clopenthixol, Zuclopenthixolum [latin], Zuclopentixol [spanish], zuclopenthixol acetate, zuclopenthixol decanoate, zuclopenthixol dihydrochloride","Acuphase, Clopixol",Drug
